Line,Program Points,program invariant,1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,26,27,28,29,30
1,project setup.createViewInKF,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce931554fb5662cc31e8c'}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,thread.init,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,project member.initProjectGroup,"{'database':'localdb','token':'20171029163219826664','projectid':15}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
4,thread.showCompiledJotSummary,"{'json':[{'Id':27,'thread_id':138,'problem':'asdf','idea':'asfsadf'sss[ We now understand:][ We now understand:][ We now understand:]','more':'asdf','create_time':'2018-08-10T14:28:41.306Z','first_name':'itm','last_name':'itm','threadfocus':'TTT'},{'Id':2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5,project setup.thread_wondering,"{'database':'localdb','token':'20171029163219826664','threadid':108,'areaid':47}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,project setup.creat_a_public_thread,"{'pid':48,'wid':63}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,project dashboard.getAreaThreadSize,{'wid':8},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,cross_project_sharing.get_community_info,{'token':'20171029163219826664'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,project member.add_finish click,"{'database':'localdb','token':'20171029163219826664','projectid':15,'usertype':'2','authorid':'57d45187f2ab52ef08aeec75','userrole':'student'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
10,project setup.thread_view,"{'tid':117,'vid':'5b6cea73554fb5662cc31eb1'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,project dashboard.getSuperTalkJOTBySuperTalkId,"{'database':'super_talk','token':'123456','sid':30}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,project modify.create-submit click,"{'database':'localdb','token':'20171029163219826664','title':'PROJECT 2','logo':'logo','fromyear':'2013/1','toyear':'2013/1','rcode':'V','wcode':'S','mcode':'T','buddy_project_accept':-1,'goal':'Testing Project 1','project_modify_time':'2018-08-10T01:42:1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
13,project dashboard.wf_finish  click,"{'database':'localdb','token':'20171029163219826664','pid':3,'areaid':77}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,project dashboard.initSingleSuperTalk,"{'topic':'12312','id':17}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,thread.removeNote,'/WSG/thread/note/del',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,project dashboard.wf_finish  click,"{'database':'localdb','token':'20171029163219826664','pid':3,'areaid':76}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,project setup.createViewInKF,"{'window.createViewInKF':true,'window.createdViewId':'5b6ceb79554fb5662cc31edb'}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,project setup.createViewInKF,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:24:4",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,project dashboard.callAjaxfunc,"{'database':'localdb','token':'20171029163219826664','pid':'3'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,project setup.project_view_add,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce999554fb5662cc31e99'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
21,activity_rader.get_project_info,'getUrlParameter(projectid) is not null',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
22,thread.prepare,'note_view_length<0',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,project setup.add_project_author,"{'projectId':49,'authorId':'57c067ec2057905c290083c9'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
24,project dashboard.thread_finish,'response is not null',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,activity_rader.get_thread_note_highlight,{'API':'/WSG/highlight/get/all'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,project dashboard.get_community_info,'response is not null',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,project setup.thread_project,"{'tid':121,'pid':45}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,project dashboard.initWondering_area_in_Add_thread,'request success',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,project setup.createViewInKF,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:29:3",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,activity_rader.initRadar,'h',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,project modify.create-submit click,"{'database':'localdb','token':'20171029163219826664','title':'PROJECT 2','logo':'logo','fromyear':'2013/1','toyear':'2013/1','rcode':'V','wcode':'S','mcode':'T','buddy_project_accept':-1,'goal':'Testing Project 1','project_modify_time':'2018-08-10T02:03:0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
32,project setup.thread_project,"{'tid':122,'pid':46}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,project setup.createViewInKF,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:29:0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,project dashboard.threadProject,"{'database':'localdb','token':'20171029163219826664','threadid':134,'projectid':'15','authorid':'57c067ec2057905c290083c9'}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
35,thread_import.note_add_keywords,"{'database':'localdb','token':'123456','noteid':'57c0746e2057905c290083f9','threadid':'138','projectid':'15','cid':'57c052ea2057905c29008319','keywords':''}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
36,project setup.create_a_public_wondering_area,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:24:41.594Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,@className.initTable,'data is not null',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,project modify.add_project_author,"{'database':'localdb','token':'20171029163219826664','projectid':'5','authorid':'57d45db1f2ab52ef08aeecf6','usertype':'3','userrole':'teacher'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
39,thread.websocket,"{'uid':'57c067ec2057905c290083c9','token':'123456','username':'itm','database':'localdb','cate':'problem','create_time':'2018-08-10T14:05:34.222Z','content':' sdasfasdfas[ We wanted to understand:]asfsdfsa[ We wanted to understand:]asfasdf','action':'add'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,project setup.project_view_add,{'API':'/WSG/view/add'},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,project setup.add_project_author,"{'database':'localdb','token':'20171029163219826664','projectid':34,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
42,project dashboard.thread_finish,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=131}]','obj':[{'GENERATED_KEY':131}]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,project setup.create_a_public_wondering_area,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:29:05.034Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,project setup.creat_a_public_thread,"{'database':'localdb','token':'20171029163219826664','thread_focus':'Open talk','authorid':'57c067ec2057905c290083c9','createtime':'2018-08-10T01:33:32.028Z','keywords':'','resource':''}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
45,project dashboard.addWonderingAreaProject,"{'tid':128,'localdb':'localdb','token':'20171029163219826664'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
